446.00|-0.2340|19.00
322.00|0.2910|63.76
306.00|-0.3590|296.27
473.00|0.4132|57.66
583.00|-0.0048|826.17
3579|-0.0012|33.18
586.00|-0.0307|28.34
1197|0.0425|0.41
3977|0.0025|1.68
345.00|-0.0139|241.23
2565|0.0015|532.58
1460|-0.0140|0.51
2003|0.0041|0.81
1347|0.0546|1.79
1270|0.0540|2.10
446.00|-0.0433|214.32
564.00|-0.0160|65.46
658.00|-0.0352|58.81
857.00|-0.1606|208.75
466.00|0.1601|0.90
1294|-0.0202|0.55
2171|0.0374|515.47
407.00|0.2193|242.11
388.00|-0.2860|296.43
1395|0.0094|0.70
323.00|-0.0039|4.04
459.00|-0.0618|251.88
394.00|-0.0167|113.44
342.00|-0.0223|90.88
4094|-0.0063|0.46
487.00|-0.0773|779.05
4028|0.0012|0.39
693.00|0.1154|209.05
359.00|-0.0403|559.96
13293|-0.0081|0.57
3754|0.0062|0.73
429.00|-0.0204|284.10
701.00|-0.0309|39.93
21650|-0.0051|29.17
766.00|-0.1629|62.82
306.00|0.3143|40.90
1001|-0.0175|158.55
326.00|-0.0246|303.62
669.00|-0.0284|365.17
514.00|-0.0097|197.03
318.00|-0.0377|118.23
444.00|-0.2278|29.17
345.00|-0.0008|80.71
1272|-0.0812|134.25
335.00|0.0000|1.14
879.00|-0.1461|409.52
2531|-0.0102|470.92
899.00|-0.1342|673.27
1952|-0.0440|82.02
399.00|0.1015|105.67
495.00|-0.2496|123.68
3412|-0.0290|0.86
333.00|0.2461|438.78
446.00|0.3048|41.17
426.00|0.1325|110.69
3656|0.0124|113.79
1477|-0.0061|419.84
1397|0.0056|510.67
409.00|0.2439|0.51
759.00|-0.1390|321.62
545.00|-0.0356|350.54
503.00|-0.0065|364.43
4172|-0.0068|145.64
390.00|0.2488|339.67
1363|-0.0946|235.96
816.00|0.1162|0.76
311.00|-0.4001|659.91
412.00|-0.0054|301.55
6082|-0.0145|338.20
2531|0.0244|2.29
378.00|-0.0182|0.37
333.00|-0.0037|394.95
800.00|-0.0162|516.40
851.00|-0.0477|596.52
1323|-0.0565|661.82
425.00|0.2111|0.45
857.00|-0.0241|2.19
462.00|-0.0731|1.65
6680|-0.0215|56.21
334.00|0.2890|41.19
967.00|0.0935|0.01
383.00|-0.1496|1374.28
574.00|-0.1164|599.74
318.00|0.1928|378.35
300.00|-0.0772|375.48
692.00|0.2390|185.40
602.00|-0.0806|48.13
1600|0.0573|47.61
562.00|0.0705|341.57
1328|-0.0074|243.09
323.00|-0.0159|319.46
745.00|0.0254|158.49
395.00|-0.2723|745.08
1889|0.0037|111.42
1098|0.1005|645.34
2096|0.0505|432.57
423.00|0.1936|557.27
858.00|-0.0918|696.46
481.00|-0.2127|0.81
19618|-0.0024|89.61
877.00|-0.0163|159.95
1122|0.0692|93.75
587.00|-0.0126|425.21
1000|-0.0679|51.92
362.00|-0.1953|65.42
679.00|-0.0704|202.63
547.00|0.1727|42.56
510.00|0.1315|88.96
4241|-0.0218|273.14
783.00|-0.0944|423.38
439.00|0.1563|309.97
373.00|0.2124|1480.90
468.00|0.0354|235.87
4345|-0.0234|354.60
851.00|-0.0237|9.73
435.00|-0.0585|19.60
803.00|0.1888|294.97
3372|-0.0161|12.27
467.00|0.1873|130.86
525.00|-0.2111|58.33
1389|-0.0175|12.26
799.00|-0.0004|121.60
8813|-0.0078|665.72
869.00|-0.0307|187.02
1105|-0.1674|165.80
418.00|0.2883|161.30
14838|0.0056|542.65
461.00|-0.1931|424.72
493.00|0.1208|104.32
1480|0.0245|9.74
481.00|0.0924|512.78
5300|0.0096|0.81
854.00|-0.1357|8.86
668.00|0.1783|28.26
347.00|-0.0526|21.38
1763|-0.0156|412.78
357.00|-0.0297|12.80
1659|-0.0041|246.04
549.00|0.1264|308.83
636.00|0.0295|645.72
479.00|0.0307|375.28
612.00|0.2723|431.24
799.00|0.0026|686.63
919.00|-0.1350|100.07
309.00|-0.0550|138.01
352.00|-0.3610|1.19
7360|-0.0139|8.07
634.00|0.0531|30.76
541.00|0.1449|63.80
1205|-0.0015|19.08
368.00|-0.0383|697.58
332.00|0.0457|623.04
352.00|-0.2381|13.63
520.00|0.0072|551.11
659.00|0.1906|421.58
654.00|-0.0087|313.70
387.00|-0.1944|3.54
534.00|0.1669|153.14
433.00|0.2077|249.47
7196|0.0078|16.79
428.00|0.1232|13.32
303.00|0.5122|270.06
559.00|-0.0492|4.32
1288|-0.0010|132.24
819.00|-0.1389|67.82
978.00|0.1274|230.05
3532|0.0136|13.21
910.00|-0.0733|211.56
1158|0.0693|191.59
420.00|-0.4832|278.67
657.00|-0.2074|24.01
334.00|-0.0289|318.87
469.00|0.0556|66.43
488.00|-0.2574|28.70
478.00|-0.1242|362.30
365.00|0.2700|243.65
445.00|-0.2082|602.31
503.00|0.0789|746.22
12638|-0.0017|7.05
838.00|0.0254|92.45
1096|-0.0284|247.25
797.00|-0.0808|116.82
3136|-0.0163|342.42
6115|0.0034|306.54
762.00|-0.0179|27.00
1805|-0.0526|1.33
313.00|-0.0268|146.27
587.00|0.2486|3.22
498.00|-0.0862|8.72
309.00|-0.0928|5.07
379.00|0.2100|1391.38
657.00|-0.0335|376.95
2528|0.0124|216.76
7236|-0.0063|4.12
580.00|-0.2212|776.39
546.00|-0.2216|261.22
387.00|-0.1252|194.29
3980|-0.0032|162.85
630.00|-0.0041|285.90
391.00|-0.1084|79.49
785.00|0.0642|118.52
1433|-0.0367|264.87
367.00|-0.1183|17.50
507.00|-0.2260|63.36
779.00|-0.0083|211.86
566.00|0.1063|145.91
2009|0.0070|344.43
2420|-0.0177|75.50
1076|0.1066|145.63
685.00|-0.0835|373.36
1393|-0.0238|190.21
373.00|-0.1143|113.71
798.00|0.0952|301.71
335.00|0.2288|19.70
336.00|-0.4246|294.85
2360|0.0103|25.73
746.00|-0.1736|5.00
934.00|0.0257|37.96
697.00|-0.0173|249.10
411.00|-0.0933|250.80
1640|0.0447|7.43
779.00|0.0997|1.71
459.00|-0.0875|635.99
518.00|0.0942|8.79
752.00|0.1277|328.90
1140|-0.0976|20.65
308.00|0.1356|1244.08
1049|-0.0215|8.99
1569|-0.0751|216.98
5052|0.0106|116.88
673.00|-0.2123|335.22
389.00|0.2536|186.51
533.00|-0.1754|3.50
469.00|-0.0485|477.25
1008|-0.0201|503.50
1024|-0.1303|82.51
1450|-0.0219|150.60
475.00|0.1680|2.46
564.00|-0.0997|269.38
1101|0.0540|11.52
866.00|0.0487|249.99
353.00|0.1169|1243.94
925.00|-0.0147|140.84
399.00|-0.0427|364.42
403.00|-0.1555|52.40
1186|0.0415|273.79
331.00|-0.0629|324.36
393.00|-0.0060|16.55
434.00|0.1672|1527.01
678.00|-0.0637|1339.07
4230|-0.0129|370.93
673.00|-0.0733|22.93
384.00|-0.3397|132.73
853.00|-0.1020|102.76
468.00|-0.3876|21.59
380.00|-0.0064|23.40
390.00|-0.2597|5.20
692.00|0.1872|61.42
2936|-0.0245|775.52
758.00|-0.0875|230.76
319.00|0.1926|338.48
334.00|-0.3514|209.78
915.00|0.0812|610.28
1703|0.0060|6.48
726.00|0.0889|159.16
828.00|-0.1483|61.44
375.00|0.2660|205.21
723.00|0.0538|314.94
791.00|-0.0542|374.60
662.00|0.1903|16.06
374.00|-0.0118|151.75
1843|-0.0058|48.92
389.00|0.2061|267.82
393.00|0.1221|47.21
1063|0.0166|209.23
966.00|-0.0023|399.86
1020|-0.0976|348.62
2042|0.0127|172.72
435.00|-0.0456|49.70
377.00|-0.4055|551.58
582.00|-0.1766|0.49
491.00|0.1210|7.46
670.00|-0.0233|63.11
589.00|0.1812|330.82
347.00|-0.0728|67.72
925.00|0.0794|305.07
2236|-0.0222|390.37
804.00|-0.0102|518.55
395.00|-0.1029|357.21
954.00|-0.0085|92.65
341.00|-0.0225|300.57
316.00|-0.4354|624.16
1136|-0.0923|11.12
671.00|0.1663|635.07
388.00|0.2501|62.48
1228|0.0490|701.56
533.00|-0.0386|394.07
895.00|-0.0257|142.37
3373|-0.0192|258.45
1173|-0.0411|632.07
8245|0.0060|74.36
383.00|-0.1987|186.85
3628|0.0146|63.78
473.00|0.1853|83.58
2123|0.0184|1.21
1088|0.0327|399.54
632.00|-0.0093|572.39
3815|0.0099|10.20
315.00|0.2566|0.27
309.00|0.1020|74.89
1009|-0.0462|10.91
690.00|-0.0139|492.56
1093|0.1006|342.32
503.00|-0.2538|27.70
404.00|0.0562|8.24
349.00|0.1160|635.21
881.00|0.1657|314.03
958.00|-0.0748|74.99
1095|-0.0874|20.41
1712|0.0505|4.98
588.00|0.0337|229.10
495.00|-0.0274|432.45
339.00|0.1887|5.50
5381|0.0099|1.81
717.00|0.1312|46.91
489.00|-0.1034|48.84
1432|-0.0580|1.19
609.00|-0.0849|5.60
1515|-0.0181|446.90
562.00|-0.0212|172.29
1568|-0.0268|1.19
351.00|-0.3319|131.19
873.00|-0.1606|355.60
675.00|-0.0659|114.55
591.00|0.0049|78.48
1186|0.0481|2.11
398.00|-0.0164|1.32
304.00|0.2950|21.09
1089|-0.0407|3.05
307.00|-0.3876|5.09
518.00|0.1108|69.63
525.00|0.0809|438.99
363.00|-0.0198|104.86
586.00|-0.1162|0.98
25582|0.0031|10.18
779.00|0.0451|201.89
975.00|-0.1823|149.76
484.00|-0.0783|6.92
4174|0.0427|0.25
416.00|-0.0217|0.60
752.00|-0.1364|117.46
2350|0.0153|8.42
682.00|-0.0517|309.05
389.00|-0.0249|34.09
334.00|-0.0468|380.82
6921|0.0001|96.44
11908|0.0099|1.46
326.00|0.3077|1512.09
3950|0.0371|169.46
559.00|-0.0492|2.56
1162|-0.1183|503.27
490.00|0.3649|580.09
529.00|-0.0182|29.97
497.00|-0.0016|229.87
521.00|0.0333|278.60
534.00|-0.2996|45.65
575.00|-0.0257|219.15
502.00|-0.0102|61.99
318.00|-0.3720|497.89
409.00|-0.0225|328.62
666.00|0.0918|622.74
434.00|0.2198|394.50
1276|0.1052|71.29
1068|-0.0268|145.85
6339|0.0231|35.80
1290|0.0482|127.46
603.00|-0.0069|11.22
495.00|-0.0873|16.30
703.00|0.0487|13.93
3725|0.0081|276.18
1282|0.0970|37.46
1818|0.0129|3.27
3145|0.0375|30.13
1094|-0.0972|115.03
13215|-0.0023|29.23
810.00|-0.0053|416.88
714.00|-0.1253|712.37
406.00|-0.0056|136.50
383.00|-0.2263|192.91
528.00|-0.0306|540.86
551.00|-0.0348|143.32
666.00|-0.0794|178.26
658.00|0.0748|147.50
575.00|-0.2354|15.70
4011|-0.0156|1466.00
449.00|0.2170|15.56
329.00|0.3982|3.66
2466|-0.0617|30.21
1216|-0.0477|0.42
531.00|-0.2375|529.07
332.00|0.1901|2.69
971.00|-0.1202|4.87
3419|-0.0277|1.70
345.00|0.2907|1.86
602.00|-0.0581|578.73
8176|0.0012|350.93
1685|0.0834|107.38
322.00|-0.0367|347.49
384.00|-0.0351|809.61
3144|-0.0299|26.92
659.00|-0.0811|119.36
3585|-0.0337|0.12
7444|0.0009|564.16
1089|-0.0613|327.17
1607|0.0417|446.55
348.00|-0.0008|348.36
580.00|0.1709|399.30
700.00|-0.1544|573.54
738.00|0.1908|368.75
742.00|-0.1156|52.48
435.00|-0.1201|66.80
351.00|0.3261|585.14
795.00|0.0798|198.54
367.00|-0.1638|344.49
362.00|0.2722|300.69
1452|-0.0206|873.74
524.00|-0.0426|355.08
875.00|-0.0036|101.03
1044|-0.0279|298.87
759.00|-0.0677|343.78
523.00|-0.1168|52.85
386.00|-0.0348|57.18
789.00|-0.0548|288.31
420.00|0.1704|310.70
353.00|0.2043|260.59
817.00|0.1056|81.54
431.00|-0.1758|97.33
310.00|0.1666|392.26
900.00|-0.0261|309.71
2054|0.0007|117.55
338.00|-0.1171|658.18
614.00|-0.1076|463.01
1779|0.0609|26.07
301.00|-0.0045|26.52
845.00|-0.0666|3.21
756.00|0.0745|221.65
1901|0.0528|47.20
652.00|0.2134|63.95
457.00|-0.0670|371.80
2359|-0.0401|1.53
782.00|-0.0446|533.17
1432|-0.0212|540.90
614.00|-0.0253|334.58
801.00|-0.1201|310.22
1483|0.0379|609.00
412.00|-0.0510|75.10
1138|0.0711|0.91
344.00|-0.0321|1547.62
1227|-0.0189|60.95
413.00|-0.0508|44.01
523.00|-0.1168|382.33
439.00|-0.1487|164.99
492.00|-0.1328|64.54
726.00|-0.1552|254.94
330.00|-0.0480|401.01
983.00|-0.0537|2.12
990.00|-0.0085|433.00
435.00|0.1670|1.26
599.00|-0.0141|69.80
675.00|-0.0185|423.44
618.00|0.3055|438.99
346.00|0.2631|63.03
339.00|-0.0599|265.94
599.00|-0.0980|346.16
645.00|-0.0664|14.95
535.00|-0.0636|410.96
1063|-0.0110|91.85
600.00|0.1332|9.23
1367|0.0160|190.99
302.00|0.1661|259.91
433.00|-0.2468|919.81
812.00|-0.0049|7.81
1231|0.0354|1.10
505.00|0.0094|343.64
970.00|0.1399|47.27
320.00|-0.0862|471.81
333.00|-0.0471|15.89
4940|-0.0228|333.78
1124|0.1372|39.10
2872|0.0315|7.68
480.00|0.1997|453.66
607.00|-0.1332|269.89
624.00|0.1305|0.89
428.00|0.0419|2.41
820.00|-0.0687|29.46
1671|0.0578|0.27
739.00|0.0748|33.78
652.00|-0.0842|318.61
334.00|0.2107|98.66
1145|-0.0322|326.64
2555|0.0551|60.61
721.00|-0.1528|564.76
303.00|0.1662|198.19
472.00|0.1354|617.18
1216|-0.0703|412.88
7429|0.0200|0.42
632.00|-0.3528|0.41
1532|-0.0657|2.27
370.00|-0.2695|0.25
2706|-0.0007|10.11
836.00|-0.1277|8.02
1283|-0.1020|10.70
2190|-0.0170|8.86
4325|-0.0075|10.17
443.00|-0.0084|3.08
403.00|-0.0318|101.80
2218|-0.0458|3.24
10574|-0.0132|208.28
1295|0.0253|164.40
433.00|0.1541|0.23
2726|0.0003|44.25
1047|-0.0277|0.55
913.00|0.0705|96.84
577.00|-0.0255|128.58
445.00|0.2147|123.40
3934|0.0221|119.55
412.00|-0.0774|31.50
354.00|-0.0208|136.75
383.00|0.2474|94.37
580.00|0.1690|108.93
514.00|-0.0489|1.12
502.00|0.0457|56.14
524.00|0.1187|234.69
2230|-0.0024|216.40
1138|0.1055|0.85
330.00|0.3638|32.48
334.00|0.2984|36.07
1358|0.0521|32.03
4921|0.0089|6.04
559.00|0.1726|175.46
686.00|0.0000|73.20
308.00|-0.0011|30.87
2136|-0.0004|1.69
436.00|-0.0021|1.04
378.00|0.0000|286.07
1292|0.0749|242.96
637.00|-0.0010|1.54
558.00|-0.1851|7.42
3038|0.0278|24.70
326.00|0.0000|7.79
349.00|-0.2957|0.50
973.00|0.0639|723.50
595.00|0.0913|748.16
566.00|0.2272|717.63
398.00|-0.1330|775.91
1335|-0.0370|642.33
473.00|-0.3448|427.85
13171|0.0024|215.80
1167|0.0328|974.97
487.00|-0.0017|787.82
536.00|-0.0739|797.15
2281|-0.0808|728.66
367.00|-0.0807|56.49
414.00|-0.1086|547.84
2305|0.0651|716.63
821.00|0.0612|525.66
527.00|0.0661|688.07
1321|-0.0172|0.75
562.00|0.1479|0.47
650.00|-0.0157|21.49
3172|0.0367|1.61
400.00|-0.0675|54.03
2899|0.0349|3.16
1822|-0.0842|93.54
338.00|0.2275|61.25
395.00|-0.3011|92.32
5086|-0.0001|0.74
345.00|-0.0219|1.10
506.00|-0.2141|33.77
538.00|-0.2255|29.80
20076|0.0047|66.87
617.00|-0.0336|0.59
333.00|0.2722|141.98
450.00|-0.2431|141.02
350.00|-0.3102|48.17
711.00|-0.0353|0.94
333.00|0.2821|9.55
490.00|-0.2278|43.65
1107|0.0903|16.01
376.00|0.1903|0.31
896.00|-0.0178|37.75
437.00|-0.0269|0.75
4400|0.0079|309.65
375.00|0.0964|138.88
333.00|-0.2014|228.93
488.00|-0.1189|109.90
348.00|-0.1834|302.59
1279|-0.0231|0.61
337.00|-0.3139|81.45
464.00|-0.0019|34.10
357.00|-0.2809|37.97
945.00|-0.1238|11.18
502.00|-0.1988|56.93
522.00|0.1912|126.31
1054|-0.0015|40.20
1690|0.0527|158.43
1599|-0.0006|13.23
450.00|-0.0185|6.60
662.00|-0.0151|19.62
942.00|0.1060|0.61
10901|-0.0027|96.87
346.00|0.2793|34.32
469.00|0.2137|32.82
374.00|0.0000|130.31
470.00|0.2123|291.21
575.00|-0.1754|0.25
997.00|-0.0206|87.47
358.00|0.2801|138.67
337.00|-0.2976|69.27
813.00|-0.0796|0.67
437.00|0.2184|1.93
1077|-0.0928|157.76
3552|-0.0014|89.37
335.00|-0.0009|92.33
372.00|-0.0067|120.54
320.00|-0.3135|138.64
563.00|-0.0013|23.85
589.00|-0.0003|117.90
563.00|0.1641|179.82
625.00|-0.0066|102.20
506.00|-0.0146|88.38
584.00|0.1715|92.54
760.00|-0.0219|224.91
1793|-0.0001|6.74
536.00|-0.1883|80.29
314.00|-0.3298|294.44
1096|-0.0170|123.51
579.00|-0.1947|181.05
321.00|-0.0370|261.92
322.00|-0.0253|87.48
1504|0.0471|182.79
512.00|-0.0004|276.34
630.00|-0.1615|301.57
350.00|0.0000|107.46
2439|-0.0029|0.91
3065|0.0327|109.72
855.00|-0.1130|0.23
582.00|0.0264|261.94
3156|0.0316|3.63
811.00|0.1235|0.73
2851|-0.0185|48.10
1843|-0.0029|1.16
558.00|-0.1592|1.15
2637|0.0101|1.09
851.00|0.0015|14.36
1363|0.0417|47.70
1759|-0.0578|301.85
534.00|-0.1575|74.12
2110|-0.0119|467.04
7681|0.0140|50.47
399.00|0.2500|108.94
353.00|-0.0703|104.22
600.00|-0.0141|308.55
445.00|-0.2304|263.02
1143|-0.0069|505.37
1355|0.0521|428.69
410.00|-0.0641|433.73
729.00|-0.1677|311.51
1335|-0.1046|657.63
353.00|0.2208|19.92
424.00|-0.0874|165.46
314.00|0.2732|317.71
1391|-0.0239|120.57
1476|-0.0144|159.70
384.00|-0.1075|130.21
11440|-0.0069|163.61
400.00|-0.0425|70.98
1195|0.0177|584.59
349.00|-0.0720|562.02
413.00|0.0696|250.88
700.00|-0.0365|49.52
496.00|-0.2807|173.30
465.00|0.1950|218.93
680.00|0.1268|3.15
432.00|0.1797|239.34
833.00|-0.0297|9.25
2278|-0.0226|294.23
1100|0.0069|28.76
356.00|-0.3560|258.73
395.00|-0.0693|151.29
744.00|-0.1801|397.08
567.00|0.0947|263.36
619.00|-0.0174|158.91
397.00|0.2392|8.60
1110|-0.0343|632.46
345.00|-0.3062|283.86
10456|0.0122|2.13
688.00|-0.1701|3.10
2641|-0.0054|68.30
725.00|0.1270|43.70
342.00|-0.0223|303.54
495.00|0.1782|95.14
871.00|-0.0826|640.33
28514|0.0032|517.43
313.00|-0.0134|177.59
341.00|0.2552|206.99
1302|-0.0137|147.81
402.00|-0.2608|120.08
356.00|-0.0047|169.23
365.00|-0.0997|82.68
655.00|0.1308|100.36
1177|-0.0193|264.05
401.00|-0.1162|191.93
610.00|0.1263|125.59
333.00|-0.0343|547.90
772.00|0.1612|483.01
356.00|-0.2648|4.95
546.00|-0.0355|260.78
745.00|-0.0091|430.47
644.00|-0.2168|232.76
813.00|0.0608|30.99
1083|-0.0258|236.19
1317|-0.0595|430.05
338.00|0.2782|52.41
306.00|-0.1444|632.22
308.00|0.2917|539.42
399.00|-0.1174|623.96
344.00|0.2736|507.55
423.00|0.0811|146.37
1079|-0.1306|70.03
9482|-0.0073|167.09
358.00|0.2703|69.02
540.00|0.2738|212.45
2822|-0.0187|189.11
1411|-0.0210|416.95
3717|0.0090|369.62
1014|-0.0413|646.75
542.00|-0.0525|170.95
329.00|0.2752|191.95
693.00|-0.0053|731.92
635.00|-0.1648|4.46
1543|0.0286|104.90
622.00|0.1364|419.99
1397|-0.0804|272.56
380.00|-0.0603|36.52
421.00|-0.0740|87.00
499.00|-0.0270|2.18
314.00|-0.1950|1.80
2048|0.0098|1.04
3081|0.0275|545.28
373.00|-0.0952|199.79
380.00|0.1796|571.53
319.00|0.1667|95.06
630.00|-0.1162|0.55
322.00|-0.0851|99.38
321.00|-0.0090|45.22
2858|0.0543|0.47
607.00|-0.1801|53.91
14681|0.0034|26.18
1670|-0.0602|0.49
406.00|-0.2721|254.78
1299|0.1175|273.69
609.00|-0.0074|14.41
3175|-0.0050|0.68
624.00|-0.1257|141.72
458.00|-0.0621|228.29
3505|-0.0080|536.64
1806|0.0345|623.19
1676|0.0899|60.41
2950|-0.0586|13.88
685.00|0.0981|104.66
694.00|-0.0217|2.45
559.00|-0.0782|469.32
340.00|-0.0760|377.95
1636|0.0267|551.70
1127|-0.0147|582.93
325.00|-0.1272|26.40
19980|0.0025|3.16
665.00|-0.0028|579.25
480.00|-0.0675|315.73
1162|-0.0494|84.50
2808|-0.0258|350.93
659.00|-0.0635|277.52
1952|-0.0406|67.23
327.00|0.2767|4.28
707.00|-0.1066|12.79
329.00|0.3030|250.48
350.00|0.0249|26.55
351.00|-0.3622|42.84
525.00|0.1479|553.07
348.00|-0.0313|243.23
564.00|-0.2948|597.20
2352|0.0080|296.83
796.00|-0.0682|0.37
6276|-0.0048|52.63
438.00|-0.2154|248.53
1521|0.0352|254.56
529.00|-0.2154|30.84
1767|0.0101|41.13
409.00|0.2092|591.20
1370|0.0043|168.30
365.00|-0.1077|111.70
335.00|0.2103|60.97
307.00|0.3133|155.35
608.00|-0.0180|144.57
446.00|-0.2947|511.90
327.00|0.1395|609.08
423.00|0.2120|386.14
972.00|0.1390|604.89
1062|-0.0415|107.72
569.00|-0.0206|78.12
350.00|0.2369|74.64
330.00|0.2744|448.63
368.00|0.2710|585.45
436.00|-0.0824|195.71
363.00|-0.3079|60.28
947.00|-0.0531|311.30
1014|0.0931|174.63
1515|0.0069|792.19
6564|0.0190|3.02
327.00|-0.0245|37.00
2369|-0.0449|3.69
527.00|0.2909|1.65
2774|0.0089|10.41
1134|0.0712|55.88
551.00|-0.2058|28.72
628.00|-0.1793|54.88
1369|0.0007|96.03
348.00|-0.3352|153.36
549.00|-0.0427|166.07
587.00|-0.0306|192.71
2110|0.0083|18.54
1615|0.1008|368.95
551.00|0.1567|74.36
1911|-0.0163|43.53
2076|-0.0131|4.00
914.00|0.0438|160.59
436.00|0.2065|605.37
472.00|0.0368|0.88
655.00|-0.1972|0.84
1047|0.0547|1.81
2538|-0.0051|42.30
709.00|0.1224|4.48
1401|0.0335|1.63
3159|-0.0394|9.89
381.00|-0.3431|0.51
1115|0.0539|31.88
315.00|0.3164|0.50
944.00|-0.0479|3.22
2503|-0.0341|19.52
10517|0.0071|6.08
606.00|0.1446|41.40
302.00|-0.0419|4.08
1530|-0.0304|1.25
872.00|0.1108|29.62
436.00|0.2266|0.75
483.00|0.1660|3.07
2285|0.0338|12.60
949.00|-0.0262|0.44
1665|-0.0276|21.66
306.00|-0.0099|2.14
1138|-0.0862|62.55
644.00|0.1274|4.52
948.00|0.0059|21.34
1800|0.0253|2.98
331.00|-0.0151|26.57
2903|0.0312|4.91
521.00|-0.0034|43.74
2222|0.0262|9.02
943.00|-0.0264|30.52
429.00|-0.0141|14.30
1212|-0.1017|58.07
535.00|-0.0234|249.75
547.00|-0.0353|422.62
564.00|0.2276|0.52
2041|0.0505|194.84
471.00|-0.0829|369.14
359.00|0.2696|523.86
565.00|-0.0116|297.72
1585|0.0619|383.29
316.00|0.2852|273.43
539.00|0.1859|214.49
983.00|0.0598|284.27
383.00|-0.2902|208.69
3097|0.0349|651.74
763.00|-0.0410|330.92
411.00|0.2365|401.26
320.00|-0.0372|376.73
1241|0.0489|302.24
695.00|0.1320|468.56
428.00|0.2015|350.40
315.00|-0.0093|472.54
335.00|0.1123|372.42
1605|-0.0846|104.15
1582|-0.0069|348.20
8896|-0.0057|381.22
546.00|-0.0286|277.67
598.00|-0.0104|280.51
448.00|0.1852|427.11
1299|0.0423|30.64
1527|-0.0414|355.16
608.00|-0.1609|130.85
304.00|0.2435|320.08
6812|0.0060|307.80
475.00|0.2942|222.94
336.00|-0.0232|334.08
585.00|-0.1980|266.67
821.00|-0.0187|384.77
538.00|-0.0231|290.47
981.00|0.0822|426.57
456.00|-0.2468|209.52
820.00|-0.1021|252.57
584.00|0.1044|120.56
438.00|-0.2582|358.20
302.00|-0.3642|371.93
702.00|-0.0632|406.58
1201|0.0739|1.18
625.00|0.1409|28.51
1135|-0.1005|0.75
907.00|0.0794|32.41
4011|-0.0202|0.85
622.00|-0.0003|0.95
341.00|0.2941|0.79
874.00|-0.0165|95.76
800.00|-0.0040|46.22
477.00|-0.2227|99.56
647.00|0.1499|81.97
476.00|-0.0004|0.61
426.00|-0.0022|16.84
586.00|-0.0003|0.30
474.00|-0.0073|96.85
707.00|-0.0008|48.23
686.00|-0.0008|0.23
438.00|0.2124|4.62
304.00|-0.0044|103.21
3132|0.0312|79.80
351.00|-0.0075|60.57
2198|-0.0001|0.52
323.00|-0.3144|12.45
674.00|-0.0081|12.82
854.00|0.0000|0.71
324.00|-0.0088|54.73
373.00|-0.2761|0.62
359.00|-0.0202|54.58
4210|0.0180|15.34
418.00|-0.0006|0.36
609.00|-0.0137|86.71
461.00|0.2174|0.77
1786|-0.0011|66.10
366.00|-0.2956|12.40
